"runID","numCenters","SSE","lambda"
"282",5,28.9257163311592,"30"
"282",6,23.3542060740431,"30"
"282",7,21.9732319565738,"30"
"282",8,20.6655499773997,"30"
"282",9,19.6711695079065,"30"
"282",10,18.8726807032692,"30"
"283",1,64.4304100414581,"0"
"283",2,53.9262663882343,"0"
"283",3,47.2897799242038,"0"
"283",4,41.8800658983326,"0"
"283",5,37.0750005798262,"0"
"283",6,34.1197440221291,"0"
"283",7,31.9859803650831,"0"
"283",8,30.1283264739305,"0"
"283",9,28.6116676664558,"0"
"283",10,27.1435661537665,"0"
"291",1,73.5212420406036,"150"
"291",2,60.3867545851235,"150"
"291",3,49.5641376788141,"150"
"291",4,39.3892604346919,"150"
"291",5,30.3711596529071,"150"
"291",6,22.2186005499808,"150"
"291",7,20.7496442660391,"150"
"291",8,19.4886052405475,"150"
"291",9,18.6689224232901,"150"
"291",10,18.0659736374853,"150"
"292",1,58.5620915971232,"30"
"292",2,50.1906008526286,"30"
"292",3,42.4656372951286,"30"
"292",4,36.6459582281464,"30"
"292",5,31.5243553330181,"30"
"292",6,27.0476354012154,"30"
"292",7,25.4745344382849,"30"
"292",8,24.0528721372104,"30"
"292",9,22.7577080007447,"30"
"292",10,21.528728776868,"30"
"293",1,61.4750197167474,"0"
"293",2,52.318211305019,"0"
"293",3,45.7961876511617,"0"
"293",4,41.2947586590825,"0"
"293",5,37.4096078718696,"0"
"293",6,34.3883726266119,"0"
"293",7,32.5055873225682,"0"
"293",8,30.6960466464173,"0"
"293",9,29.1512525570141,"0"
"293",10,27.6108259848299,"0"
"301",1,73.5016206948377,"150"
"301",2,55.2581193524251,"150"
"301",3,45.1660140149016,"150"
"301",4,35.8765295934874,"150"
"301",5,27.1787635887723,"150"
"301",6,20.896402128904,"150"
"301",7,19.3441684214755,"150"
"301",8,18.5627390811797,"150"
"301",9,17.882514828166,"150"
"301",10,17.2794709433991,"150"
"302",1,64.9299245790095,"30"
"302",2,51.9815516190454,"30"
"302",3,43.7909080306096,"30"
"302",4,37.231234449756,"30"
"302",5,30.8475254530704,"30"
"302",6,24.7924511868795,"30"
"302",7,23.2637617072264,"30"
"302",8,21.9518999150963,"30"
"302",9,20.7648854637851,"30"
"302",10,19.8075103538836,"30"
"303",1,61.223583499327,"0"
"303",2,52.6399542812325,"0"
"303",3,46.8721612664581,"0"
"303",4,41.5240323991896,"0"
"303",5,37.2244851400219,"0"
"303",6,34.6520292032427,"0"
"303",7,32.521172243246,"0"
"303",8,30.5457237794371,"0"
"303",9,28.61261472817,"0"
"303",10,27.3121737920367,"0"
